reward,pi_e,pi_b,q_hat,v_hat
0.975272811363794,0.5464475434907943,0.2986049177871235,0.9880135908522301,0.01194397680362469
0.7143501981662419,0.5194051182351523,0.26978167684887255,0.6670710381385696,0.20367180456581202
0.8827912545082243,0.4185581791246131,0.17519094931211168,0.8847744002449438,0.11409434424178388
0.690012591276019,0.42210598094629653,0.17817345915063526,0.6130730641870098,0.6071942429517743
0.17043783780559085,0.34655359481494497,0.12009939407916106,0.24566718856136813,0.9140976474761858
0.5406606241433106,0.5797114481643756,0.3360653631328375,0.5644780932707866,0.4301123265100263
0.5344316095713205,0.39870263817952584,0.15896379369131391,0.45963294885019274,0.2661245060619327
0.7281599441293349,0.6701753087859817,0.44913494450638597,0.7587068239167175,0.5373780959934721
0.7909698499547505,0.5575474814189623,0.3108591940366281,0.8353403231710225,0.022882849105771208
0.2810416184304496,0.2852779804936443,0.08138352615453208,0.3269507513353314,0.8319961035976073
0.7676622984743549,0.37037324227429347,0.13717633859277248,0.7214610158784014,0.9811814342792499
0.4642435509441577,0.4496231019387443,0.20216093379701844,0.5082363069167868,0.9900521191011079
0.30729896503700094,0.8519642265506348,0.7258430433220212,0.3558506595982236,0.09395839476855905
0.014947827511094136,0.26090569243559164,0.06807178034529555,0.010900225012824102,0.5506742250181683
0.06374767390243385,0.7656769904843018,0.5862612537570977,0.09932667810495543,0.8736742138391963
0.21998432452845995,0.46462228266273853,0.2158738655467337,0.2905498910831516,0.6317721189650961
0.38166333481424897,0.4053267761047463,0.16428979542746713,0.4776352357065836,0.7432098326773927
0.9665998471840421,0.40655888017688396,0.16529012305068191,0.9317994609482161,0.4929787189484719
0.017778907645354503,0.7936431927462454,0.629869517392454,0.14152133220340218,0.04774906363964215
0.09660386628402728,0.28143897997335493,0.07920789944844249,0.16713193577908234,0.24085965800453724
0.5290450608369813,0.6651392235679374,0.4424101867285586,0.5826547799781959,0.3449966719559222
0.6685482461061361,0.3951108646029278,0.15611259532727317,0.6242855303815729,0.6006789045868249
0.7726244413715413,0.6414913607720178,0.41151116594513515,0.7575452243337014,0.9927166056225125
0.985243249698784,0.4034563863138472,0.1627770556574283,0.9405790327987729,0.9597383791979694
0.1103999426406237,0.7485762675811246,0.5603664283856874,0.10629942548797697,0.4309777153789297
0.701229937651626,0.4044968279546959,0.16361768382541084,0.7999688703645884,0.3021977921345732
0.6241747928828102,0.7318777772897526,0.5356450808905886,0.5161827178475715,0.824713860191403
0.6778071455370571,0.3928755610454582,0.15435120646678352,0.6461619544471766,0.6348838486269001
0.9250740916183411,0.9476501447627085,0.8980407968687822,0.9516651106086125,0.7112314390803628
0.10414868739450456,0.3888728170722513,0.15122206785770864,0.028888144729452378,0.8491747370952133
0.33455124005768033,0.891686171978118,0.7951042292969898,0.40360445105263226,0.5756331704620732
0.9044455221505197,0.5989117082338725,0.3586952342596152,0.8621284946437646,0.14396976835846598
0.42208358064861085,0.21774737495081758,0.047413919297971945,0.5158170946805278,0.09545888662583935
0.8381108814436963,0.44476216291642,0.19781338156209213,0.830910302075323,0.6735126646521411
0.6326133618058113,0.642073070736018,0.41225782816437967,0.6144568666803385,0.9334436707368082
0.9084841337421271,0.5753212929009719,0.33099459006524584,0.9011775280646933,0.9669112303496528
0.4766901728289409,0.3998860935679638,0.1599088878290463,0.4124382578354736,0.8104047947696065
0.5653077854662988,0.35406169339927696,0.1253596827327636,0.596099041295633,0.6904720971302816
0.644582736169753,0.4554160471149721,0.20740377596982645,0.6195733262977735,0.8255896676308182
0.4295783267724774,0.22280624685606457,0.04964262363808558,0.41212532817636616,0.9908364454940973
0.35938086998045626,0.497088577292886,0.24709705367506554,0.3553958183981137,0.2133145123242568
0.6619711882678345,0.2902148218711276,0.08422464283369033,0.6010096629387938,0.020188853361292947
0.6411365334615052,0.2832328350596718,0.08022083885593925,0.5953061334719875,0.7481775573413028
0.8917024938667388,0.8017012077574768,0.642724826519797,0.9569284137384861,0.7123686919943119
0.7887356612691107,0.3934384160974323,0.15479378726125625,0.8607512572095566,0.9665837854837034
0.522308726144234,0.4614513691795257,0.21293736611765895,0.4843071447359541,0.8535741758706091
0.9787318755107018,0.5651613203909802,0.31940731806607625,0.9635076371641604,0.7841386746429673
0.661616284221879,0.5829252461045523,0.3398018425460529,0.6230798485014825,0.7298785825640844
0.09825773233313728,0.5536257851613443,0.306501509995515,0.032708954444960886,0.7065756791598895
0.3070683366264103,0.3391282104522496,0.1150079431245453,0.2721545647513723,0.30823706658128947
0.7878989092970269,0.6363452187385739,0.4049352374114434,0.7969678536621825,0.5792894667075146
0.48466868583754474,0.2131071489338229,0.045414656926702573,0.4972841539883024,0.1193967852521518
0.25784308279147194,0.5330118774006456,0.2841016614501608,0.28046170363358863,0.4414834829823344
0.3451555821209379,0.6714342186824763,0.45082391001774746,0.3802895041272079,0.22723717670108423
0.6143296833395029,0.3976019970846415,0.15808734808569527,0.5750871914898277,0.4017820962179742
0.5390595958029673,0.4414322995924984,0.19486247512352128,0.5210680873155972,0.18369331576943382
0.8214893040937616,0.37930258331787864,0.14387044971161625,0.8913960849934378,0.8459024021910394
0.36846023104035486,0.6557761172127409,0.4300423159066185,0.34718356803094524,0.872783098578948
0.9584184084232145,0.4775166127658434,0.22802211546736442,0.9882632833042949,0.8473167270758167
0.1408309980086353,0.6026246364739936,0.3631564524854129,0.06830700572779143,0.32153441906101643
0.43229587825136506,0.3581065256898063,0.12824028374162388,0.4502343105413312,0.5076639678728989
0.5500581424500689,0.4709669465482119,0.2218098647409463,0.4483014275641061,0.14890082500168567
0.7017319218392633,0.13986494802913235,0.019562203687191894,0.7022786639877079,0.6387328949392993
0.8363546152093221,0.491270183461715,0.24134639315850712,0.7827494602430293,0.74018633162973
0.5586110406223566,0.7089838347290319,0.5026580779070833,0.5674984472597301,0.3798408527264936
0.22558353248728302,0.6522320658586195,0.4254066677342025,0.16740288193846592,0.8540827899946856
0.035686674014788866,0.4538495027028518,0.20597937110362585,0.04483015183073787,0.8035136212016104
0.5093600556441699,0.41011301485226936,0.1681926849512177,0.4246546701315379,0.7617054551741933
0.3564331308561415,0.3877639213409789,0.1503608586937329,0.3311279243679359,0.7949707064382694
0.6188418394190384,0.5209268228340515,0.2713647547479792,0.5742633716281009,0.17886617574254216
0.5906865356710669,0.32197918707879275,0.10367059691192022,0.6567663414268416,0.19948867763596778
0.10944836044237038,0.5458566865005284,0.29795952219733624,0.07483366270984108,0.23631385088855983
0.6334299701284485,0.38707957053436604,0.14983059392506926,0.6084800710274868,0.8526201797031169
0.316926474681794,0.5978881648885164,0.3574702577137577,0.30749101956785374,0.5395186658454472
0.9080057745942439,0.3405069967971218,0.11594501486779514,0.8483045973533117,0.2891534495498821
0.08480541357616778,0.5753274780663664,0.33100170701820536,0.034202632025528555,0.3875192636559721
0.7080460606669505,0.4190069899460221,0.17556685762362587,0.6315475161715888,0.10758761772993186
0.2156439957427022,0.7366151803083059,0.542601923860638,0.21270990951892804,0.8680364013000079
0.008661731521358407,0.6087724916627781,0.3706039466053073,0.07634460915194996,0.802688007037749
0.2638922965148912,0.47328038915218645,0.22399432675604505,0.2011350329644217,0.5291016057489426
0.1088721487133022,0.5063391629058316,0.25637934789217826,0.1135958889529888,0.33203089461557733
0.4488875593890982,0.6403478885246432,0.4100454183379688,0.5033185050217062,0.519123123162444
0.05416886767857376,0.6714348621119313,0.4508247740592682,0.028909518078019374,0.6293239954384557
0.5680400713196443,0.5092859100000491,0.25937213812457804,0.5913326853698204,0.1432958551385778
0.2668870336213689,0.7040802324655134,0.49572897374869146,0.28978581276443793,0.8292659499889405
0.03455096728936746,0.41012407067496637,0.16820175334700482,0.08090250298805571,0.7951189512340189
0.364253814848432,0.5019680500131528,0.2519719232340071,0.3635320208794968,0.9346923434422677
0.9588628533229453,0.5244782365444021,0.2750774206087258,0.9506213408286331,0.881821074415075
0.6111994951330914,0.7715512674877463,0.5952913583619478,0.5999913517206733,0.2009605210167611
0.7665105289918652,0.5808097111491953,0.3373399205652117,0.7272938937580368,0.0702139473430704
0.5350253410629812,0.8236256223671287,0.6783591658196401,0.4913351924826777,0.9207654442420367
0.8982677439812874,0.6954285000258411,0.4836207986481913,0.9775047931701305,0.9005029680328407
0.0922853697562167,0.5315117873467463,0.28250478008853286,0.1305365920983108,0.4946089436275585
0.6711964132901169,0.5451459433610417,0.29718409956300007,0.6794282576793501,0.5520629998600154
0.27615768488733494,0.6861298038894581,0.47077410778538625,0.20013873572837426,0.6332925314839091
0.48095227621948244,0.25119211367688604,0.06309747797346164,0.5269293255906073,0.9143671126376004
0.6009592426845929,0.5345538619864962,0.2857478313646781,0.6060593877925995,0.7800743445029047
0.07872903252935015,0.5200669527031804,0.27046963529397205,0.005423298709558891,0.3179142076476412
0.8291930444298253,0.41875809762010907,0.1753583443224128,0.8917911496843165,0.993550497674067
0.5566818760489002,0.6077531458518687,0.3693638862928428,0.5318970714105183,0.5123160246806153
0.34152328515939445,0.46244688668872974,0.21385712300809884,0.3248319101061473,0.9060948084223177
0.5626952707071592,0.4746514581741085,0.22529400674680744,0.4983798085191211,0.19819646762944587
0.21715667320855214,0.7604443669798236,0.5782756352713446,0.23874187898989468,0.19560114458123012
0.49184364011622317,0.6358463880000426,0.4043006291327007,0.450439007954981,0.627892287300675
0.2290281044851178,0.2768462568823701,0.07664384994977926,0.22294013252672862,0.06542463101876295
0.46396077005886005,0.3844588298909697,0.14780859188113357,0.47001755670026624,0.8985282011287653
0.15785817571777316,0.38022965695892447,0.14457459203110137,0.17363330572074265,0.41507440862388834
0.682655468087186,0.3217780033331493,0.10354108342906827,0.6909272244517474,0.6238841876587878
0.5287356514741409,0.20332324807082577,0.04134034320607056,0.5455152538208459,0.8170385311686305
0.026276936633072845,0.551907511180199,0.3046019008971215,0.10627755360022863,0.8196172846004359
0.7654291446231821,0.6297076227645437,0.39653169016777284,0.7347033332030894,0.5935726383997549
0.2733636150258407,0.5503139059151982,0.30284539504364166,0.21852005244822958,0.7234142083320579
0.2761530332461424,0.6413893527141751,0.4113803017751084,0.189463277725181,0.6563044253119709
0.005653679634317621,0.38787239012214747,0.15044499101906736,0.0,0.2521812130025024
0.662546840748531,0.7541538225681114,0.5687479880940943,0.5947774577902971,0.45919276604501447
0.8790100029300039,0.49764578402186366,0.24765132635473536,0.8188316615861797,0.40938937019705923
0.670949435384436,0.4030849833909494,0.16247750383528195,0.6512990173221355,0.39162742843476717
0.4040709834749523,0.50491039581364,0.2549345078006866,0.41295961093464734,0.4086437271003809
0.9699108341556292,0.8393800116334363,0.7045588039297477,0.9726997030963492,0.5729813064176473
0.02771660807623355,0.49557974837282026,0.24559928699726785,0.03277935378594732,0.17747407059096953
0.11592144559210116,0.5902528561525717,0.34839843419626854,0.17851848507463486,0.753847684849209
0.12104089625613246,0.915105176808871,0.8374174846223952,0.12566623910374816,0.9850172117297021
0.9805433678286517,0.4880844267146506,0.2382264076013691,1.0,0.6444279436990709
0.08965430086025827,0.46291849942166524,0.2142935371068063,0.12725769973784823,0.055770982108661826
0.6923686271524842,0.5431381073691278,0.2949990036765182,0.72824176588609,0.3236232212703971
0.28313298340082305,0.7328544165399589,0.5370755958421235,0.31826897911771673,0.48511462612070977
0.5201477481618858,0.5837743807791588,0.34079252765409024,0.5086170449736974,0.9191626294409766
0.34918304367568676,0.48281556939553566,0.2331108740507353,0.3604463388728576,0.28421340839409626
0.4228758748708765,0.331438075991756,0.10985119821711702,0.40700882576515673,0.04858907570318338
0.4889518506313677,0.3766756546911306,0.14188454883699186,0.4772985132670537,0.9846334195851264
0.30585782982713905,0.7743658417769255,0.5996424569108864,0.37165023867495467,0.1979054999223181
0.9339916962672424,0.2417995905155889,0.058467041973506474,0.972301624631262,0.18820125054852554
0.6622723853172445,0.5763831663229748,0.33221755442049805,0.6908090497861158,0.5988915722002399
0.22180594935644715,0.5622136252964354,0.31608416046896065,0.2134349220461998,0.14519711661112755
0.6850616541480055,0.5137701764760998,0.2639597942362827,0.6626201382830128,0.497879108080148
0.7552845088457776,0.701150730746956,0.4916123472269903,0.809063759056165,0.715794396579942
0.4416534830336484,0.5062021012183038,0.25624056727782585,0.43593199401706395,0.3143261936309928
0.028017466608193375,0.5057179870654097,0.25575068244148985,0.019486000972510253,0.02832921270480504
0.13862912305469444,0.6267258522766495,0.39278529391189265,0.08926236797508028,0.5397745431597221
0.02390144905344671,0.5635492770955689,0.31758778771493834,0.0638091112941998,0.6054501807626148
0.2367957791084121,0.645532356160906,0.4167120228506508,0.2393102853419767,0.45160029237847465
0.9717583274622064,0.42597050329205344,0.1814508696748853,0.9558407674189133,0.8676333243274978
0.46295779851688734,0.651714509363625,0.42473180171507036,0.4866038216849184,0.6416113064056945
0.3215617618990747,0.7141141057033602,0.5099589559645099,0.25456666681093043,0.2721800845512533
0.05805017707510718,0.3792198597454737,0.1438077020253767,0.08803575063523217,0.7038632834752748
0.5808379318167113,0.43533751668922077,0.1895187534371376,0.60094902798084,0.5639919130269447
0.745592203612159,0.478923273039404,0.22936750145877555,0.7756594872791073,0.019576162580475565
0.5319302464567567,0.2740032996508345,0.07507780821954498,0.5546286507956272,0.20639910505746806
0.4909555639004737,0.5168746639595582,0.26715941824330613,0.559119946938123,0.5196230152007381
0.8653270886506641,0.4586105539817327,0.21032364022343178,0.9212255748219034,0.23852442279207053
0.673505693649457,0.7236448733935378,0.5236619027887494,0.677936661162034,0.9946440018481132
0.7031953248161958,0.5178554026919056,0.2681742180971956,0.8196827956080157,0.1567960633897688
0.9053064691625301,0.556788312547038,0.31001322498897804,0.903453178088548,0.6292618199703868
0.4961214982926554,0.5460950318035425,0.298219783760512,0.5031901263802004,0.10150621698209794
0.535017816145977,0.7993521723058198,0.638963895370033,0.5572239704570876,0.016559791028302295
0.9991199173415646,0.37500643726616834,0.14062982799106466,1.0,0.6748029132662405
0.2352800378205926,0.6990447979212576,0.4886636295007719,0.22543721992969523,0.33674050256756005
0.6065975292982498,0.8064933086525832,0.6504314569013908,0.5202433693656305,0.6279921212615364
0.5992008280775393,0.5459171317185497,0.2980255147038084,0.6184040147708649,0.8757192246517571
0.8619410085866132,0.6217695657827864,0.3865973929337147,0.9369090907569181,0.9927508749587496
0.946571738737881,0.38164086252279317,0.14564974794714153,0.996758484583403,0.5482994139212465
0.39815416512708957,0.34791681996272306,0.12104611361297384,0.41642691809251864,0.7897171717089818
0.0698822195394454,0.5047173116004782,0.2547395646292142,0.16798228349351238,0.8347570187533875
0.19485594265486306,0.6390550765616156,0.4083913908791725,0.20059058012525205,0.8801299669974326
0.06447423827817644,0.48781467281142515,0.23796315501011775,0.09832092724651484,0.5008541911959979
0.6903065130167024,0.9014706097482957,0.8126492602399642,0.644772823583873,0.9240298798714129
0.6016496108405182,0.3755816277514053,0.1410615591043952,0.5814289196673822,0.8568570540543303
0.061298163715742926,0.786202425962862,0.6181142545898897,0.06783357562751033,0.7338791915579294
0.844753340967727,0.5468357537426319,0.2990293415712724,0.8096419534375419,0.4312162545213396
0.08379307893002719,0.2869054858835903,0.08231475783009906,0.0,0.8115719537672957
0.9928337765621411,0.6367680508898518,0.4054735506340608,0.9633841195718577,0.5871829856267263
0.3660959937164464,0.6569430132604787,0.4315741226717574,0.3770905863488331,0.5974656330290552
0.2946642176483313,0.36597987395646187,0.13394126814118773,0.2970988611532149,0.43058316894346105
0.276185349119045,0.5378600445493775,0.2892934275226584,0.2974584595072236,0.5262831157269204
0.4741096505780674,0.4725935567329623,0.22334466986551166,0.4408554563164381,0.8706098349297762
0.07238421337063505,0.6235030040343568,0.38875599603986716,0.195973263656019,0.8650833958774625
0.6559184901034744,0.23062848648980394,0.05318949878057768,0.5771586128066406,0.046021427352805344
0.3584970269377268,0.6611057817681558,0.4370608546872845,0.39376081397488316,0.8332519815817535
0.35198194918773096,0.31461324830017684,0.09898149600598874,0.31011066397443654,0.20469797689486058
0.10471068543438344,0.7648263184061156,0.584959297326653,0.13868332399737368,0.07370693850854326
0.8504778764139036,0.7059131027500376,0.4983133086341851,0.8068156695358751,0.027648115392470585
0.6998687227917726,0.3297419456763649,0.10872975073843479,0.6680805076619232,0.8509185374855525
0.4586152430878283,0.5565511673366534,0.30974920186379157,0.5028558572421248,0.9931194358527852
0.11681320591099076,0.25967993024773406,0.06743366617346802,0.17785936405673047,0.7611459902211958
0.7258522836014395,0.600710058905406,0.3608525748701363,0.7315144876871503,0.0394362733777307
0.7585999268297676,0.2493198949390813,0.06216041001243454,0.6569403067905126,0.9423684773535197
